Date,Close,High,Low,Open,Volume
,UPS,UPS,UPS,UPS,UPS
2024-01-02,143.79644775390625,145.77622168542507,141.94382810775107,142.52504347294362,4363800
2024-01-03,143.06991577148438,144.65917794788524,141.83483146867647,142.82472529864296,3257200
2024-01-04,142.57041931152344,143.77826001541345,142.04369084880918,142.62490607365524,3173400
2024-01-05,144.1415252685547,144.81356105277482,141.8983943422118,142.0527781323843,2537300
2024-01-08,145.2313232421875,145.2949003835666,143.0154353773988,144.00532925150878,2469500
2024-01-09,145.24949645996094,145.54009722065476,143.76013118607742,144.4140002192231,2639500
2024-01-10,146.41192626953125,146.64804025214582,144.7227669210502,145.43112272616153,2399200
2024-01-11,144.62286376953125,146.6389575473017,144.28685275899184,146.61171416035344,3341800
2024-01-12,143.7692108154297,146.21213630375468,143.75104393709606,145.51285698922342,3474500
2024-01-16,141.06292724609375,143.6420696658999,140.89037654595393,143.6420696658999,5331400
2024-01-17,140.3636474609375,140.5997753054967,138.05695279349783,139.4645879213247,3930000
2024-01-18,142.1527099609375,142.5068878856419,139.69163136696454,140.9993556493027,3095800
2024-01-19,142.47962951660156,143.31512571634167,140.78139373018274,142.5432066576363,3097600
2024-01-22,144.03256225585938,144.6500974616529,142.8610412665362,143.28787277647365,2631600
2024-01-23,145.35845947265625,145.7217277187664,144.0598118681375,144.42306625698097,3443000
2024-01-24,142.1981201171875,146.04868087439718,142.15270984846268,146.02142362734753,3187600
2024-01-25,145.04061889648438,145.6036673701519,143.63298385504854,143.98716174288248,4070000
2024-01-26,144.6682586669922,146.52996843521777,143.71469865328976,145.36753785800937,2818200
2024-01-29,143.50582885742188,144.16877430173565,142.12543734312837,143.86000670928985,5459700
2024-01-30,131.7362060546875,135.7683933313221,131.29122152713478,133.316391674718,16983600
2024-01-31,128.866455078125,132.2175301613314,128.866455078125,131.50917440391976,10906800
2024-02-01,129.32960510253906,129.59296242445114,126.77770660351023,128.95726039115902,6774900
2024-02-02,128.82107543945312,129.31147031330988,126.7323277912842,128.84831882926358,4343000
2024-02-05,126.30547332763672,128.28523320066148,126.14199916111886,128.28523320066148,4536700
2024-02-06,132.5172119140625,132.98036330513597,128.36697469792048,128.6939091672858,7566800
2024-02-07,133.71600341796875,134.21547480387457,131.76347271415435,132.6625461518681,3985200
2024-02-08,134.33351135253906,134.4788186404412,132.45364854789332,133.3163880517555,3316400
2024-02-09,132.8259735107422,134.25177522748302,132.5081294220192,134.1337113291563,2825900
2024-02-12,133.90667724609375,134.3607521189915,132.90772084007796,133.0439377590411,3253700
2024-02-13,131.5908966064453,133.2255689698159,130.1378652835449,132.59894340908502,3706000
2024-02-14,130.97337341308594,132.48998201056975,130.29226102071055,131.86335639242165,3831400
2024-02-15,133.47987365722656,133.9430389930439,130.92797455530047,131.92694502738854,3855400
2024-02-16,136.28997802734375,136.8226135293968,133.10335732486595,133.76455905067886,5442400
2024-02-20,136.50119018554688,137.5389122795509,135.02267161440275,135.80326126235283,4254900
2024-02-21,136.16140747070312,137.22666442824357,135.0226680874469,136.64812344606796,3017100
2024-02-22,137.5021514892578,137.6399100024599,135.16958919995497,135.72977352324668,3027500
2024-02-23,136.49200439453125,138.12663800298472,136.41853598359702,137.70419814327954,2414200
2024-02-26,135.45428466796875,136.15221356474873,134.59104834060042,135.9869201468272,3052900
2024-02-27,136.16140747070312,136.66649405249692,135.33489833340414,135.45428625619184,2382200
2024-02-28,135.70223999023438,136.25323206744176,135.0502165843053,135.38999573254986,2258700
2024-02-29,136.1522216796875,137.3368806294003,135.68387628832875,136.6848571902921,3338600
2024-03-01,135.9685516357422,136.4644599224818,134.84818285478775,135.92263212583416,2936200
2024-03-04,138.31031799316406,139.8072072618619,136.51037674912243,136.90526775190432,4562200
2024-03-05,137.43788146972656,139.18271061277392,136.8317776152367,137.8235801009476,3614400
2024-03-06,140.0918426513672,140.55100961252364,138.08986741413997,138.66842226924945,3471200
2024-03-07,140.88162231445312,142.22238210746946,140.0183861123568,140.71631490785404,3514800
2024-03-08,141.38671875,142.52544402198671,140.38572396996983,141.35915583640974,3448900
2024-03-11,142.11221313476562,142.55300961383384,141.00102262093304,141.3224451862402,3266000
2024-03-12,144.52743530273438,144.7845677477982,141.75406220221197,142.1489391668931,3879500
2024-03-13,142.1213836669922,145.93247868064634,141.92854134847795,144.86720773615505,4244800
2024-03-14,141.32244873046875,142.08466779395985,140.18370928392767,141.88263315001436,4101600
2024-03-15,140.8448944091797,142.0754727351242,140.44082516895907,140.89999221236138,8821700
2024-03-18,139.30209350585938,141.73567311965508,139.11842949942178,141.49691131255273,5181600
2024-03-19,140.6887664794922,141.10201397837508,137.94295677819,138.5857877778595,4210000
2024-03-20,142.1213836669922,142.17649548494862,139.5959648316551,140.04595359596607,2862300
2024-03-21,142.6356658935547,143.33359479804994,141.69896114364414,142.4887290675556,4036400
2024-03-22,143.50807189941406,145.96920052993076,143.2876666736665,145.68451920458983,3939400
2024-03-25,143.7835693359375,144.45394927076245,142.36014875193104,142.75502566845384,3807700
2024-03-26,132.04725646972656,145.08761213650672,131.34932758562093,144.4998788623476,18208800
2024-03-27,135.29815673828125,135.53691854578682,132.2676515826136,132.5982523998258,7078800
2024-03-28,136.49200439453125,136.877703042436,134.6645144557921,135.24306943398253,5197000
2024-04-01,135.56446838378906,137.7225590128319,134.37064532533873,136.96034006752456,5421900
2024-04-02,136.9695281982422,138.66845192289395,135.38999239307404,135.60121932949377,4935000
2024-04-03,139.83473205566406,139.91737875850652,137.0154397489343,138.47558754981432,4314200
2024-04-04,137.7501220703125,141.68976939594992,137.3185039001455,140.78062755839278,3689100
2024-04-05,138.99903869628906,139.32046121036362,136.07872920785468,137.46542255482555,3374000
2024-04-08,137.8511199951172,139.79798362912027,137.75928098825605,139.47657513043652,3196400
2024-04-09,138.27359008789062,138.82458221171754,137.06138219266873,137.31851465298826,2664300
2024-04-10,135.23387145996094,136.37261076274157,134.16861457770304,136.12465663780827,4024400
2024-04-11,136.84097290039062,137.03382924627743,135.0869652433618,135.3991955055902,2232500
2024-04-12,133.07579040527344,136.18894227091528,132.56152557985357,135.95935875866243,4123900
2024-04-15,133.0207061767578,134.57267910729917,131.71665936296122,133.9573969132028,3271000
2024-04-16,131.22076416015625,132.89213901410818,131.05547074172156,132.73600987980848,4197100
2024-04-17,130.63302612304688,131.70747534180083,129.80653103559501,130.86260964874643,4165700
2024-04-18,131.08303833007812,131.60648157573598,130.2932702998674,131.3952686178508,3430600
2024-04-19,131.11056518554688,132.35030783001463,130.90853055975217,131.45952261973787,5118500
2024-04-22,133.48904418945312,134.14106756042355,130.91770592901503,131.51463149648552,4578500
2024-04-23,136.71240234375,137.51136259406852,133.3880371581814,134.07678778034068,6371100
2024-04-24,134.6461181640625,135.8766962966258,132.03805313042577,135.84913338670023,5284700
2024-04-25,135.35325622558594,136.30831748017408,133.4155708030218,135.86752105595383,3553300
